mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_learning_rate,param_max_iter,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.11362652778625489,0.005247547693243932,0.000998067855834961,0.00025058867452348806,relu,0.0001,"(50,)",constant,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.11418814659118652,0.008020845671051149,0.0008359432220458984,0.00017447193385405506,relu,0.0001,"(50,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.169852876663208,0.030352563130034965,0.001307058334350586,0.0005519923334749762,relu,0.0001,"(100,)",constant,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.1592656135559082,0.008098651962873658,0.0011583328247070312,0.0002561775225509367,relu,0.0001,"(100,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.16402697563171387,0.0157711442083562,0.000996875762939453,0.0001828089687711813,relu,0.0001,"(100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.15705304145812987,0.018527888052124013,0.0011882305145263672,0.0004818194310907793,relu,0.0001,"(100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.18152356147766113,0.016633913314118617,0.0015511512756347656,0.0007722764139500436,relu,0.0001,"(100, 100)",constant,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.18854498863220215,0.011333852631613208,0.0007874965667724609,4.5472117468985407e-05,relu,0.0001,"(100, 100)",adaptive,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.15760455131530762,0.01870020610697307,0.002577972412109375,0.0016964486005959945,relu,0.0001,"(150, 100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.147995662689209,0.017238465667980134,0.0008753299713134766,0.0002464200872824158,relu,0.0001,"(150, 100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.1322160243988037,0.007386328948940371,0.0008994579315185547,0.00022593345643989878,relu,0.001,"(50,)",constant,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.11953277587890625,0.00899496436805303,0.0010106086730957032,0.00043519405776408287,relu,0.001,"(50,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.155265474319458,0.002228600543140769,0.0007748603820800781,0.00015078138345122762,relu,0.001,"(100,)",constant,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.17370986938476562,0.015039126177987906,0.0008819580078125,0.00020491243432024488,relu,0.001,"(100,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.1652768611907959,0.016346566486078802,0.001296234130859375,0.0005379278876293573,relu,0.001,"(100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.1585702419281006,0.020267089741118596,0.0008907318115234375,0.0002616213902223117,relu,0.001,"(100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.21833858489990235,0.03815960016957964,0.0011514186859130859,0.0006684242938924889,relu,0.001,"(100, 100)",constant,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.222420597076416,0.03037748459365386,0.00426793098449707,0.006412259324545799,relu,0.001,"(100, 100)",adaptive,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.2080106258392334,0.01769037409216939,0.0014853477478027344,0.0005898949574001175,relu,0.001,"(150, 100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.1504650115966797,0.011958760331710852,0.00139312744140625,0.0011298763110029206,relu,0.001,"(150, 100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.12865848541259767,0.007916206341564945,0.0011977672576904297,0.0003186204839418224,relu,0.01,"(50,)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.13490586280822753,0.01197886584843969,0.0008823394775390625,0.0004207211124833677,relu,0.01,"(50,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9466666666666667,0.026666666666666658,43
0.16138439178466796,0.021168748879977977,0.0007450580596923828,0.00014920150101916624,relu,0.01,"(100,)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.16095352172851562,0.015068673554952406,0.000834512710571289,0.00018058871386626693,relu,0.01,"(100,)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9333333333333333,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.96,0.024944382578492935,37
0.15434365272521972,0.015969156826507715,0.0008041858673095703,0.00021556510055108235,relu,0.01,"(100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.15131430625915526,0.016010515269376715,0.0011832714080810547,0.0007928622233160748,relu,0.01,"(100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.17473115921020507,0.006074891138284622,0.001072263717651367,0.0007140275041735651,relu,0.01,"(100, 100)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.16546945571899413,0.013076026966608643,0.0014629364013671875,0.001112169011979395,relu,0.01,"(100, 100)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.1544929027557373,0.02006713834891982,0.0010966777801513672,0.00033212406030620295,relu,0.01,"(150, 100, 50)",constant,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.14512124061584472,0.010840439176203177,0.000897359848022461,0.0002337585606697394,relu,0.01,"(150, 100, 50)",adaptive,500,"{'activation': 'relu', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,1.0,0.9800000000000001,0.016329931618554516,1
0.14453573226928712,0.005497527021529254,0.0009009838104248047,0.0002516637924817588,tanh,0.0001,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.1254671573638916,0.007502352242454627,0.000748300552368164,0.0001572405939086661,tanh,0.0001,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.17272038459777833,0.010566321070980073,0.0006907463073730468,2.0288510531872484e-05,tanh,0.0001,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.1799001693725586,0.008068384164693387,0.0010704517364501954,0.0003650834626223381,tanh,0.0001,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.238923978805542,0.014501483200080174,0.0008053779602050781,0.00020582707831584383,tanh,0.0001,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.31525721549987795,0.07501803629202343,0.002992677688598633,0.0019923646268033136,tanh,0.0001,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.39073891639709474,0.07136352231427726,0.00260772705078125,0.0016559369481155043,tanh,0.0001,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.49320321083068847,0.12872754512630358,0.0021620273590087892,0.000754801372379089,tanh,0.0001,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.39316673278808595,0.08462184039189569,0.0015395641326904296,0.0006335390020093448,tanh,0.0001,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.2733062744140625,0.07399333718424832,0.0009651660919189453,0.00022433034061701074,tanh,0.0001,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.0001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.1501993179321289,0.025494572191987704,0.0008073806762695313,0.0001410952690823669,tanh,0.001,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.15692377090454102,0.02699739584836522,0.0014004230499267579,0.0003683841380301687,tanh,0.001,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.21340360641479492,0.044788972856917346,0.0010228157043457031,0.0001564913154927656,tanh,0.001,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.1931941032409668,0.020914426024986214,0.0013173580169677734,0.001290788715653323,tanh,0.001,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.2600558757781982,0.020928244189187265,0.0008113384246826172,0.00018458316505303612,tanh,0.001,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.26499342918395996,0.04452374614360428,0.0007317066192626953,2.311848960241264e-05,tanh,0.001,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.24933180809020997,0.010803722845502576,0.001433086395263672,0.0012717016133607425,tanh,0.001,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.25931639671325685,0.013938600921380634,0.0011857986450195313,0.00035563753044620254,tanh,0.001,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.2332101821899414,0.014259338633716902,0.0011298656463623047,0.0002830754944499748,tanh,0.001,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.2150878429412842,0.029787626064077134,0.0009692668914794922,0.0002078808000357074,tanh,0.001,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.001, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.12918696403503419,0.008566971146635417,0.0012186050415039062,0.0005958542590239563,tanh,0.01,"(50,)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'constant', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.13538436889648436,0.010358092752118991,0.001059103012084961,0.00034777203396364054,tanh,0.01,"(50,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8666666666666667,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9333333333333333,0.04714045207910316,49
0.16670918464660645,0.014074947472452855,0.0007050037384033203,9.382720775596617e-05,tanh,0.01,"(100,)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'constant', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.1695098876953125,0.01212895382885246,0.0008217334747314453,0.00022567839780293568,tanh,0.01,"(100,)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100,), 'learning_rate': 'adaptive', 'max_iter': 500}",0.8333333333333334,1.0,0.9,0.9333333333333333,0.9666666666666667,0.9266666666666667,0.0573488351136175,55
0.24406137466430664,0.01310274310714633,0.0008690834045410156,0.00022714559332523207,tanh,0.01,"(100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.25513262748718263,0.036071950971611935,0.0012577056884765625,5.3806039551922595e-05,tanh,0.01,"(100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9666666666666666,0.036514837167011066,31
0.24784379005432128,0.01994463560560195,0.001011228561401367,0.0002469467135136696,tanh,0.01,"(100, 100)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.25905699729919435,0.02580004384910266,0.0008831024169921875,0.0002265818088180317,tanh,0.01,"(100, 100)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (100, 100), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.22422637939453124,0.013764869771240232,0.001080799102783203,0.00036796091476224465,tanh,0.01,"(150, 100, 50)",constant,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'constant', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
0.20553045272827147,0.01960562870722431,0.0009405612945556641,0.00028943779832864047,tanh,0.01,"(150, 100, 50)",adaptive,500,"{'activation': 'tanh', 'alpha': 0.01, 'hidden_layer_sizes': (150, 100, 50), 'learning_rate': 'adaptive', 'max_iter': 500}",0.9666666666666667,0.9666666666666667,1.0,1.0,0.9666666666666667,0.9800000000000001,0.016329931618554516,1
