mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0010404109954833985,0.0005489487916325871,0.0005600452423095703,0.0003122399838521687,0.1,scale,linear,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'linear'}",0.8,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8333333333333333,0.029814239699997188,39
0.0007822036743164063,0.00015668998167465774,0.0004352092742919922,2.8177243341625958e-05,0.1,scale,rbf,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8666666666666667,0.9333333333333333,0.8666666666666667,0.9,0.9333333333333333,0.9,0.029814239699997188,21
0.0008476734161376953,0.0002314309191025823,0.000406646728515625,8.874407114851486e-05,0.1,scale,poly,"{'C': 0.1, 'gamma': 'scale', 'kernel': 'poly'}",0.7666666666666667,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8266666666666665,0.038873012632301994,44
0.0008298873901367188,0.00026724148693562456,0.0010047435760498046,0.0007406318245573454,0.1,auto,linear,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'linear'}",0.8,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8333333333333333,0.029814239699997188,39
0.0015624046325683593,0.00042920174326882495,0.0010981082916259766,0.00030686030537209783,0.1,auto,rbf,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8666666666666667,0.9333333333333333,0.8666666666666667,0.9,0.9333333333333333,0.9,0.029814239699997188,21
0.0010691642761230468,0.00036108468538378105,0.0005241870880126953,0.00017017346170274873,0.1,auto,poly,"{'C': 0.1, 'gamma': 'auto', 'kernel': 'poly'}",0.7666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8666666666666667,0.82,0.03399346342395189,45
0.0006197929382324219,7.621904511270442e-05,0.0003531932830810547,2.3575535087754914e-05,0.1,0.001,linear,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'linear'}",0.8,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8333333333333333,0.029814239699997188,39
0.0007078170776367188,0.00013770867251304997,0.0007326126098632813,0.0005096814084771324,0.1,0.001,rbf,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'rbf'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0007907390594482422,0.00022944136613894643,0.0007557392120361329,0.0004899968846653963,0.1,0.001,poly,"{'C': 0.1, 'gamma': 0.001, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.000847625732421875,0.000220283460291715,0.0006905555725097656,0.0004297145936478164,0.1,0.01,linear,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'linear'}",0.8,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8333333333333333,0.029814239699997188,39
0.0008428096771240234,0.00028333838881829175,0.0005287647247314454,0.00020405618721690004,0.1,0.01,rbf,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0006330013275146484,0.00014228096897538688,0.0003506183624267578,2.7015928694489798e-05,0.1,0.01,poly,"{'C': 0.1, 'gamma': 0.01, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0007957935333251954,0.0004225215663074633,0.0004102230072021484,0.00011318979230518316,0.1,0.1,linear,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'linear'}",0.8,0.8666666666666667,0.8333333333333334,0.8,0.8666666666666667,0.8333333333333333,0.029814239699997188,39
0.0012310028076171875,0.0005994427886875357,0.0006959438323974609,0.0003053700677997544,0.1,0.1,rbf,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8666666666666667,0.9,0.8733333333333334,0.038873012632301994,23
0.00054931640625,3.441396901377641e-05,0.0003391265869140625,2.633531521090023e-05,0.1,0.1,poly,"{'C': 0.1, 'gamma': 0.1, 'kernel': 'poly'}",0.7666666666666667,0.8333333333333334,0.7666666666666667,0.8,0.8,0.7933333333333333,0.02494438257849294,49
0.0005573749542236329,2.0525831972803985e-05,0.0003813266754150391,7.911324837837738e-05,1.0,scale,linear,"{'C': 1, 'gamma': 'scale', 'kernel': 'linear'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0013237953186035155,0.0006456064254793487,0.0006899356842041016,0.00037978651507215893,1.0,scale,rbf,"{'C': 1, 'gamma': 'scale', 'kernel': 'rbf'}",0.8666666666666667,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9466666666666667,0.04988876515698587,7
0.0010114669799804687,0.000561518375941456,0.0006762027740478515,0.00045131362165530683,1.0,scale,poly,"{'C': 1, 'gamma': 'scale', 'kernel': 'poly'}",0.8,0.9333333333333333,0.8666666666666667,0.8,0.8666666666666667,0.8533333333333335,0.04988876515698588,35
0.0008427619934082032,0.0003099990722710737,0.0003569602966308594,3.70037309718048e-05,1.0,auto,linear,"{'C': 1, 'gamma': 'auto', 'kernel': 'linear'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0004611968994140625,1.4643326751919947e-05,0.0003270626068115234,5.48341999491312e-06,1.0,auto,rbf,"{'C': 1, 'gamma': 'auto', 'kernel': 'rbf'}",0.8666666666666667,1.0,0.9333333333333333,0.9333333333333333,1.0,0.9466666666666667,0.04988876515698587,7
0.0005435466766357422,3.867363953192218e-05,0.0003185272216796875,1.436142962920321e-05,1.0,auto,poly,"{'C': 1, 'gamma': 'auto', 'kernel': 'poly'}",0.8,0.9333333333333333,0.8666666666666667,0.8,0.8666666666666667,0.8533333333333335,0.04988876515698588,35
0.0005129814147949219,7.306041612737581e-06,0.0003188133239746094,1.5919078372459253e-05,1.0,0.001,linear,"{'C': 1, 'gamma': 0.001, 'kernel': 'linear'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0007073402404785157,0.00016574227207967877,0.00041446685791015627,3.6374768689192215e-05,1.0,0.001,rbf,"{'C': 1, 'gamma': 0.001, 'kernel': 'rbf'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0007252216339111329,0.0003373417292014769,0.0004962921142578125,0.0002670523343622043,1.0,0.001,poly,"{'C': 1, 'gamma': 0.001, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0006617069244384766,0.00014358750563429459,0.0004064083099365234,0.0001278154508877906,1.0,0.01,linear,"{'C': 1, 'gamma': 0.01, 'kernel': 'linear'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0006304264068603515,0.00013534007833186635,0.0005625724792480469,0.00027532391701135043,1.0,0.01,rbf,"{'C': 1, 'gamma': 0.01, 'kernel': 'rbf'}",0.7666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8666666666666667,0.82,0.03399346342395189,45
0.000870370864868164,0.0003274229560052298,0.00061798095703125,0.0003394984460927746,1.0,0.01,poly,"{'C': 1, 'gamma': 0.01, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0006990432739257812,0.00015336724271768166,0.0004153728485107422,0.00014035314371858528,1.0,0.1,linear,"{'C': 1, 'gamma': 0.1, 'kernel': 'linear'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0007765769958496093,0.0003037747394273086,0.00062103271484375,0.00016707644599077198,1.0,0.1,rbf,"{'C': 1, 'gamma': 0.1, 'kernel': 'rbf'}",0.8666666666666667,0.9666666666666667,0.9,0.9,0.9333333333333333,0.9133333333333333,0.03399346342395189,20
0.0010632991790771485,0.00030865354328620426,0.0007571220397949219,0.00033312253406190363,1.0,0.1,poly,"{'C': 1, 'gamma': 0.1, 'kernel': 'poly'}",0.7666666666666667,0.8666666666666667,0.8333333333333334,0.8,0.8333333333333334,0.82,0.03399346342395189,45
0.0010397911071777343,0.0004330541088442829,0.00044384002685546873,0.0002137316168197148,10.0,scale,linear,"{'C': 10, 'gamma': 'scale', 'kernel': 'linear'}",0.9,0.9666666666666667,0.8666666666666667,0.9,0.9666666666666667,0.9199999999999999,0.039999999999999994,15
0.0007647514343261719,0.00035705108542848595,0.0004322052001953125,0.00012219303637776618,10.0,scale,rbf,"{'C': 10, 'gamma': 'scale', 'kernel': 'rbf'}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9666666666666668,0.02108185106778919,2
0.00117340087890625,0.000554623350280777,0.000664377212524414,0.0003335122143550638,10.0,scale,poly,"{'C': 10, 'gamma': 'scale', 'kernel': 'poly'}",0.8333333333333334,0.9,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8666666666666668,0.02108185106778919,28
0.0014483928680419922,0.0004742491346536347,0.001056337356567383,0.0005246739077569626,10.0,auto,linear,"{'C': 10, 'gamma': 'auto', 'kernel': 'linear'}",0.9,0.9666666666666667,0.8666666666666667,0.9,0.9666666666666667,0.9199999999999999,0.039999999999999994,15
0.0011574745178222657,0.0003509204464049055,0.001226663589477539,0.0008168507786390932,10.0,auto,rbf,"{'C': 10, 'gamma': 'auto', 'kernel': 'rbf'}",0.9333333333333333,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9666666666666668,0.02108185106778919,2
0.0010082244873046875,0.0005054113402198144,0.0005781173706054688,0.0003190527153256862,10.0,auto,poly,"{'C': 10, 'gamma': 'auto', 'kernel': 'poly'}",0.8333333333333334,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.03265986323710904,23
0.002539920806884766,0.0019407914793079651,0.0014484882354736327,0.0019571531097612093,10.0,0.001,linear,"{'C': 10, 'gamma': 0.001, 'kernel': 'linear'}",0.9,0.9666666666666667,0.8666666666666667,0.9,0.9666666666666667,0.9199999999999999,0.039999999999999994,15
0.0020799636840820312,0.0014061529697851152,0.0011304378509521484,0.0005703427023932434,10.0,0.001,rbf,"{'C': 10, 'gamma': 0.001, 'kernel': 'rbf'}",0.7666666666666667,0.8333333333333334,0.8333333333333334,0.8,0.8666666666666667,0.82,0.03399346342395189,45
0.0009736061096191406,0.0004542934138791782,0.0005089759826660157,0.00024128631160287909,10.0,0.001,poly,"{'C': 10, 'gamma': 0.001, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.0020049571990966796,0.0016524827292804017,0.001017284393310547,0.00041676809894718907,10.0,0.01,linear,"{'C': 10, 'gamma': 0.01, 'kernel': 'linear'}",0.9,0.9666666666666667,0.8666666666666667,0.9,0.9666666666666667,0.9199999999999999,0.039999999999999994,15
0.0009255886077880859,0.00048461963270087925,0.00047855377197265626,0.0002149162996322773,10.0,0.01,rbf,"{'C': 10, 'gamma': 0.01, 'kernel': 'rbf'}",0.8333333333333334,0.9333333333333333,0.8333333333333334,0.8333333333333334,0.9,0.8666666666666668,0.04216370213557838,28
0.0018337249755859375,0.002447179246886422,0.0005498409271240234,0.0002275989960785496,10.0,0.01,poly,"{'C': 10, 'gamma': 0.01, 'kernel': 'poly'}",0.7,0.7666666666666667,0.7,0.7666666666666667,0.7666666666666667,0.74,0.032659863237109094,51
0.0010782718658447266,0.0007664649925821289,0.0006419181823730469,0.0003644088835114038,10.0,0.1,linear,"{'C': 10, 'gamma': 0.1, 'kernel': 'linear'}",0.9,0.9666666666666667,0.8666666666666667,0.9,0.9666666666666667,0.9199999999999999,0.039999999999999994,15
0.0017102718353271484,0.0014838447022913859,0.0008815765380859375,0.00026284419893895936,10.0,0.1,rbf,"{'C': 10, 'gamma': 0.1, 'kernel': 'rbf'}",0.9,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9600000000000002,0.03265986323710903,6
0.002264404296875,0.0019327688866484912,0.0008364200592041015,0.0005291464200500189,10.0,0.1,poly,"{'C': 10, 'gamma': 0.1, 'kernel': 'poly'}",0.8,0.9333333333333333,0.8666666666666667,0.8,0.8666666666666667,0.8533333333333335,0.04988876515698588,35
0.0023563861846923827,0.0014937394044182034,0.0004333019256591797,0.00018108707086887728,100.0,scale,linear,"{'C': 100, 'gamma': 'scale', 'kernel': 'linear'}",0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9200000000000002,0.04521553322083511,10
0.000572824478149414,8.63389490154461e-05,0.00041832923889160154,9.544698258353626e-05,100.0,scale,rbf,"{'C': 100, 'gamma': 'scale', 'kernel': 'rbf'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666668,0.02108185106778919,2
0.0009814739227294923,0.0004497957825856549,0.0003260135650634766,8.03382172513903e-06,100.0,scale,poly,"{'C': 100, 'gamma': 'scale', 'kernel': 'poly'}",0.8333333333333334,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.03265986323710904,23
0.002065753936767578,0.0006011966521363687,0.00045766830444335935,0.00019324749336790473,100.0,auto,linear,"{'C': 100, 'gamma': 'auto', 'kernel': 'linear'}",0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9200000000000002,0.04521553322083511,10
0.0008718013763427734,0.00045486507520508374,0.0005620479583740235,0.00029618376876500564,100.0,auto,rbf,"{'C': 100, 'gamma': 'auto', 'kernel': 'rbf'}",0.9666666666666667,0.9666666666666667,0.9333333333333333,0.9666666666666667,1.0,0.9666666666666668,0.02108185106778919,2
0.001136016845703125,0.0003867829388846864,0.0006701469421386719,0.0004438101338761194,100.0,auto,poly,"{'C': 100, 'gamma': 'auto', 'kernel': 'poly'}",0.8333333333333334,0.9333333333333333,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.03265986323710904,23
0.0025879383087158204,0.0006110042122462113,0.00048980712890625,0.00011070127654089814,100.0,0.001,linear,"{'C': 100, 'gamma': 0.001, 'kernel': 'linear'}",0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9200000000000002,0.04521553322083511,10
0.0007931709289550782,0.0003633748005932784,0.0004237651824951172,7.504750359107235e-05,100.0,0.001,rbf,"{'C': 100, 'gamma': 0.001, 'kernel': 'rbf'}",0.8,0.9,0.8333333333333334,0.8333333333333334,0.9,0.8533333333333335,0.039999999999999994,35
0.0008193492889404297,0.0002130389530412822,0.0004428863525390625,6.869874870858651e-05,100.0,0.001,poly,"{'C': 100, 'gamma': 0.001, 'kernel': 'poly'}",0.7,0.7,0.7,0.7,0.7,0.7,0.0,52
0.001909160614013672,0.00038157064175928696,0.00038123130798339844,2.4250345856634198e-05,100.0,0.01,linear,"{'C': 100, 'gamma': 0.01, 'kernel': 'linear'}",0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9200000000000002,0.04521553322083511,10
0.0006378173828125,6.028368394147952e-05,0.00037446022033691404,2.2029979920248703e-05,100.0,0.01,rbf,"{'C': 100, 'gamma': 0.01, 'kernel': 'rbf'}",0.8333333333333334,1.0,0.9333333333333333,0.9,0.9666666666666667,0.9266666666666665,0.0573488351136175,9
0.0009601593017578125,0.00027128398698613744,0.0005596160888671875,0.00027000642084698973,100.0,0.01,poly,"{'C': 100, 'gamma': 0.01, 'kernel': 'poly'}",0.7666666666666667,0.8333333333333334,0.7666666666666667,0.8,0.8,0.7933333333333333,0.02494438257849294,49
0.0025562763214111326,0.001559337199796485,0.0005724906921386718,0.0003147069395899136,100.0,0.1,linear,"{'C': 100, 'gamma': 0.1, 'kernel': 'linear'}",0.8666666666666667,0.9666666666666667,0.8666666666666667,0.9333333333333333,0.9666666666666667,0.9200000000000002,0.04521553322083511,10
0.0014637947082519532,0.0009483869681339412,0.0008737087249755859,0.0004315907514130522,100.0,0.1,rbf,"{'C': 100, 'gamma': 0.1, 'kernel': 'rbf'}",0.9666666666666667,0.9666666666666667,0.9666666666666667,0.9666666666666667,1.0,0.9733333333333334,0.01333333333333333,1
0.0008523941040039062,0.00012245187506865313,0.00047440528869628905,0.00018769363290445718,100.0,0.1,poly,"{'C': 100, 'gamma': 0.1, 'kernel': 'poly'}",0.8333333333333334,0.9,0.9,0.8666666666666667,0.8666666666666667,0.8733333333333334,0.02494438257849294,23
